time_min,blink_rate,redness,pupil_diameter,health_score,strain_level
5.9950427134831745,14,0.02666666666666667,0.010490404150694268,100,Low
6.078807977835337,15,0.0,0.012246107399632365,100,Low
6.16254768371582,17,0.0,0.012958698977853254,100,Low
6.246103453636169,20,0.0,0.013208917524047946,100,Low
6.329434355099996,23,0.0,0.014208972742109194,100,Low
6.412831044197082,23,0.0,0.013552198251264701,100,Low
6.496433488527933,23,0.0,0.014002918082333792,100,Low
6.580087725321452,21,0.0,0.01341669561305336,100,Low
6.6636656522750854,21,0.0,0.013914504405306592,100,Low
6.747269388039907,19,0.0,0.013977553143130277,100,Low
6.830885748068492,15,0.0,0.014134609912630363,100,Low
6.914571559429168,13,0.0,0.013515818405780262,100,Low
6.998164800802867,12,0.0,0.014179814772543636,100,Low
7.082102580865224,12,0.0,0.01401248706401494,100,Low
7.16546847820282,11,0.0,0.013983694387313082,100,Low
7.248978058497111,8,0.0,0.013052775864013787,100,Low
7.332585450013479,11,0.0,0.01378962819391056,100,Low
7.416349132855733,13,0.0,0.016026376287324152,100,Low
7.499807723363241,15,0.0,0.013211165487824496,100,Low
7.583446764945984,15,0.0,0.013444177277630769,100,Low
7.666995056470236,15,0.0,0.013224200780308937,100,Low
7.7504703005154925,15,0.0,0.013238535419955485,100,Low
7.834429709116618,15,0.0,0.013573870164535411,100,Low
7.917849735418955,14,0.0,0.013099447454475574,100,Low
8.001614538828532,14,0.0,0.012676481486951606,100,Low
8.085387007395427,17,0.0,0.013141750333351387,100,Low
8.168818787733715,18,0.0,0.013486769191364148,100,Low
8.252483383814495,17,0.0,0.013396928156029867,100,Low
8.336048583189646,11,0.0,0.01328113504197895,100,Low
8.419755824406941,8,0.0,0.012883692870338782,100,Low
8.503247400124868,6,0.0,0.01265841544458621,93.75,Low
8.586556192239126,7,0.0,0.012775271092844997,96.875,Low
8.670075404644013,7,0.0,0.012638676175109335,96.875,Low
8.753822990258534,9,0.0,0.012045410933897814,100,Low
8.83721995751063,11,0.0,0.012305897435250915,100,Low
8.92082664569219,14,0.0,0.013190941005850668,100,Low
9.004700926939647,14,0.0,0.013150557414331918,100,Low
9.088294883569082,11,0.0,0.013132489976152304,100,Low
9.171931234995524,10,0.0,0.01315389057751684,100,Low
9.255685691038767,10,0.0,0.013634086357106051,100,Low
9.339654858907064,11,0.0,0.013217931831876506,100,Low
9.423081084092457,12,0.0,0.012798980605636247,100,Low
9.506768890221913,12,0.0,0.01320948238836526,100,Low
9.590452162424723,11,0.0,0.013213192829758278,100,Low
9.673944858709971,11,0.0,0.013288100213034032,100,Low
9.75739888747533,9,0.0,0.013433962764847653,100,Low
9.840771289666494,8,0.0,0.01306854173380761,100,Low
9.924698253472647,5,0.0,0.012734342979333799,90.625,Low
10.008316894372305,5,0.0,0.01288527521407769,90.625,Low
10.09163206020991,4,0.0,0.012955913667645856,87.5,Low
10.175206355253856,4,0.0,0.013205976691554076,87.5,Low
10.25873758395513,4,0.0,0.013506165247314066,87.5,Low
10.34238667488098,3,0.0,0.013901770802638177,84.375,Low
10.426028196016947,3,0.0,0.013542537524760654,84.375,Low
10.509911215305328,6,0.0,0.013284505795697945,93.75,Low
10.59378088315328,8,0.0,0.013566324261807977,100,Low
10.677485863367716,10,0.0,0.012848971404068385,100,Low
10.761029191811879,15,0.0,0.012940586253238729,100,Low
10.844697841008504,14,0.0,0.013119966671319344,100,Low
10.928284645080566,16,0.0,0.013412054575966562,100,Low
11.011919899781544,16,0.0,0.01324585494244629,100,Low
11.095786094665527,16,0.0,0.013198215110955917,100,Low
11.179686625798544,18,0.0,0.013319592459172257,100,Low
11.263330880800883,18,0.0,0.013307260955262561,100,Low
11.347169045607249,18,0.0,0.013606812938170343,100,Low
11.431048977375031,16,0.0,0.013301106602591208,100,Low
11.514600694179535,13,0.0,0.01292443850854914,100,Low
11.598416356245677,11,0.0,0.013300186239814084,100,Low
11.681987941265106,9,0.0,0.013195867119988238,100,Low
11.765365521113077,7,0.0,0.014778950508728112,96.875,Low
11.849036908149719,13,0.0,0.013269330226704413,100,Low
11.932895672321319,24,0.0,0.013232092931044173,100,Low
12.016675102710725,33,0.0,0.013231927227900403,100,Low
12.100321777661641,37,0.0,0.013785925368248693,100,Low
12.18420744339625,38,0.0,0.013827247960409362,100,Low
12.267873871326447,39,0.0,0.013273914214689748,100,Low
12.351458772023518,40,0.0,0.013540447372923224,100,Low
12.435137061278025,42,0.0,0.013351519973046422,100,Low
12.518676479657492,46,0.0,0.013670200438088718,100,Low
12.602381404240926,49,0.0,0.01305220350968388,100,Low
12.685781784852345,49,0.0,0.013262787826653594,100,Low
12.769355237483978,48,0.0,0.01307507820916689,100,Low
12.853082191944122,40,0.0,0.012758194080486871,100,Low
12.936800928910573,30,0.0,0.012751941225919947,100,Low
13.020305784543355,22,0.0,0.012697834206441072,100,Low
13.103966828187307,23,0.0,0.013467575602432114,100,Low
13.187668359279632,25,0.0,0.013176094090504891,100,Low
13.27139322757721,24,0.0,0.013222309659735977,100,Low
13.354848980903625,25,0.0,0.013215146204756308,100,Low
13.43829402923584,24,0.0,0.013284513730596349,100,Low
13.522180863221486,19,0.0,0.013052546932418007,100,Low
13.605881933371226,17,0.0,0.013251040272791332,100,Low
13.689537604649862,19,0.0,0.013186147814292906,100,Low
13.773288595676423,16,0.0,0.012858107410527075,100,Low
13.857235980033874,21,0.0,0.014796124697592557,100,Low
13.940844396750132,21,0.0,0.013307350941512867,100,Low
14.024174459775288,22,0.0,0.013745783913748618,100,Low
14.108073635896046,18,0.0,0.013787680649439941,100,Low
14.191972255706787,15,0.0,0.013576441289968445,100,Low
14.275453980763753,15,0.0,0.013645088244979385,100,Low
14.358918766180674,16,0.0,0.013742207668159487,100,Low
14.442408776283264,15,0.0,0.013689172415170895,100,Low
14.52579197883606,26,0.0,0.012595005264630805,100,Low
14.609267711639404,30,0.0,0.015373671312562925,100,Low
14.692825539906819,29,0.0,0.028548859954782395,100,Low
14.7764111439387,29,0.0,0.02453423450228486,100,Low
14.85975131591161,28,0.0,0.012591271109492852,100,Low
14.943541594346364,30,0.0,0.014386970904307114,100,Low
15.02723171710968,32,0.0,0.013249196595771165,100,Low
15.110957499345144,36,0.0,0.013886236787630188,100,Low
15.194486792882284,43,0.0,0.013495324907084981,100,Low
15.278120132287343,43,0.0,0.013945192993312002,100,Low
15.361451284090679,41,0.0,0.013512671599861938,100,Low
15.445224034786225,41,0.0,0.014205259604426174,100,Low
15.529007319609324,30,0.0,0.013508396628189444,100,Low
15.612608579794566,29,0.0,0.014285752517162846,100,Low
15.69642068942388,31,0.0,0.014142155785006147,100,Low
15.78012775182724,33,0.0,0.01431070024083848,100,Low
15.864006102085114,29,0.0,0.01407437937874556,100,Low
15.947676217556,34,0.0,0.013395454765635239,100,Low
16.031261384487152,30,0.0,0.011544969895065493,100,Low
